S.No,Gender,Age_Group,Skin_Type,Skin_Concern,Recommended_Products
1,Male,15-20,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1923,Male,41-45,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1924,Male,21-25,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1925,Male,26-30,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1926,Female,21-25,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1927,Male,41-45,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1928,Female,31-35,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1929,Female,15-20,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1930,Female,41-45,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1931,Female,31-35,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1932,Male,31-35,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1933,Female,26-30,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1934,Male,26-30,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1935,Female,31-35,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1936,Male,Above 45,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1937,Female,21-25,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1938,Female,21-25,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1939,Female,Above 45,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1940,Male,31-35,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1941,Male,36-40,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1942,Male,21-25,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1943,Male,26-30,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1944,Male,26-30,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1945,Female,41-45,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1946,Female,21-25,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1947,Female,31-35,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
1948,Female,26-30,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
1949,Female,41-45,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1950,Male,31-35,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1951,Female,21-25,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1952,Female,15-20,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1953,Female,31-35,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1954,Male,36-40,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
1955,Male,15-20,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1956,Female,36-40,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
1957,Male,21-25,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
1958,Female,Above 45,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1959,Male,31-35,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1960,Male,31-35,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1961,Male,26-30,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1962,Female,31-35,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1963,Female,31-35,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
1964,Male,Above 45,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1965,Male,36-40,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1966,Female,Above 45,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1967,Female,Above 45,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1968,Male,36-40,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1969,Male,Above 45,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1970,Female,41-45,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1971,Male,21-25,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1972,Male,Above 45,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1973,Male,Above 45,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1974,Male,21-25,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1975,Male,21-25,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
1976,Male,36-40,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1977,Male,31-35,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
1978,Male,21-25,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1979,Female,31-35,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1980,Male,Above 45,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1981,Male,36-40,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1982,Male,21-25,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1983,Female,26-30,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1984,Male,21-25,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1985,Male,21-25,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
1986,Male,36-40,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1987,Male,Above 45,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1988,Female,Above 45,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1989,Female,41-45,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1990,Female,31-35,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1991,Female,36-40,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1992,Female,15-20,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1993,Male,15-20,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
1994,Female,36-40,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
1995,Female,21-25,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
1996,Male,36-40,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
1997,Male,26-30,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1998,Male,15-20,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
1999,Male,15-20,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2000,Female,26-30,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2001,Male,21-25,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2002,Male,36-40,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2003,Male,15-20,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2004,Male,36-40,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2005,Male,15-20,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2006,Male,36-40,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2007,Female,Above 45,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2008,Female,Above 45,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2009,Male,36-40,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2010,Female,41-45,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2011,Male,41-45,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2012,Female,21-25,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2013,Female,31-35,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2014,Male,31-35,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2015,Female,21-25,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2016,Female,36-40,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2017,Male,Above 45,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2018,Female,Above 45,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2019,Male,Above 45,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2020,Male,Above 45,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2021,Male,Above 45,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2022,Male,26-30,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2023,Male,41-45,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2024,Male,26-30,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2025,Male,41-45,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2026,Female,21-25,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2027,Male,15-20,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2028,Male,41-45,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2029,Male,36-40,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2030,Male,36-40,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2031,Female,31-35,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2032,Male,31-35,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2033,Female,36-40,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2034,Male,31-35,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2035,Female,36-40,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2036,Female,Above 45,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2037,Male,15-20,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2038,Female,Above 45,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2039,Male,31-35,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2040,Male,21-25,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2041,Male,21-25,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2042,Female,26-30,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2043,Female,26-30,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2044,Male,21-25,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2045,Female,36-40,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2046,Female,Above 45,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2047,Male,36-40,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2048,Female,21-25,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2049,Female,15-20,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2050,Male,21-25,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2051,Male,36-40,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2052,Female,26-30,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2053,Male,36-40,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2054,Female,36-40,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2055,Male,21-25,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2056,Male,36-40,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2057,Male,Above 45,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2058,Male,Above 45,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2059,Male,36-40,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2060,Male,15-20,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2061,Male,26-30,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2062,Female,15-20,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2063,Male,26-30,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2064,Female,Above 45,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2065,Female,Above 45,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2066,Male,Above 45,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2067,Female,15-20,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2068,Male,21-25,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2069,Female,36-40,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2070,Male,36-40,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2071,Male,31-35,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2072,Female,41-45,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2073,Male,36-40,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2074,Male,31-35,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2075,Female,26-30,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2076,Male,21-25,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2077,Female,31-35,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2078,Female,21-25,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2079,Female,15-20,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2080,Male,31-35,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2081,Female,21-25,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2082,Male,Above 45,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2083,Female,41-45,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2084,Male,21-25,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2085,Male,26-30,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2086,Female,21-25,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2087,Female,Above 45,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2088,Male,26-30,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2089,Male,41-45,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2090,Female,36-40,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2091,Female,41-45,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2092,Female,26-30,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2093,Male,31-35,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2094,Female,21-25,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2095,Male,26-30,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2096,Female,26-30,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2097,Female,21-25,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2098,Male,15-20,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2099,Male,36-40,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2100,Female,41-45,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2101,Male,Above 45,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2102,Female,41-45,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2103,Female,21-25,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2104,Male,26-30,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2105,Female,Above 45,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2106,Female,41-45,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2107,Male,15-20,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2108,Female,15-20,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2109,Female,15-20,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2110,Female,36-40,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2111,Female,15-20,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2112,Male,15-20,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2113,Male,36-40,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2114,Male,26-30,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2115,Female,Above 45,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2116,Female,36-40,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2117,Male,31-35,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2118,Female,31-35,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2119,Male,41-45,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2120,Female,31-35,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2121,Female,36-40,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2122,Male,Above 45,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2123,Female,21-25,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2124,Male,41-45,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
